date,gender,location,age,CPU,RAM,storage,color,price,knowing
2023/4/3,Female,Hsinchu,21,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2022/8/25,Female,Taipei,24,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,X
2022/8/1,Male,Taipei,25,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,X
2022/8/9,Male,Taichung,19,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/9/2,Male,New Taipei City,21,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2022/8/17,Female,Taipei,19,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,X
2023/3/18,Female,Taipei,20,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,X
2023/3/12,Male,New Taipei City,17,12th Gen Intel Core i5-1235U,8GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,29888,O
2022/9/16,Male,Hsinchu,18,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/8/8,Male,New Taipei City,20,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,35888,O
2022/9/26,Female,Taipei,21,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2023/4/20,Male,Taipei,23,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/9/9,Female,Hsinchu,18,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/5/14,Female,Tainan,18,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,X
2022/9/10,Male,Taichung,23,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,X
2022/8/3,Female,Taichung,20,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/3/7,Male,New Taipei City,24,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,32888,O
2023/4/12,Female,Taichung,25,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,35888,O
2022/9/25,Male,Hsinchu,31,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/9/20,Male,Taipei,19,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,O
2022/8/24,Female,Taipei,21,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2022/9/27,Male,Taipei,21,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,45888,O
2022/9/24,Male,Taoyuan,18,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2023/4/28,Male,Taoyuan,24,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/8/23,Male,Tainan,17,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,X
2023/5/9,Male,New Taipei City,24,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,X
2023/4/23,Male,Taipei,22,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,45888,O
2022/9/18,Female,Taoyuan,30,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,32888,O
2023/3/18,Male,New Taipei City,27,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/7/20,Female,Kaohsiung,29,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,X
2022/8/10,Female,New Taipei City,21,12th Gen Intel Core i5-1235U,8GB,128GB M.2 2230 PCIe NVMe SSD,Sapphire,29888,X
2023/4/28,Male,New Taipei City,23,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2023/4/5,Male,Taipei,22,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/4/17,Female,New Taipei City,25,12th Gen Intel Core i5-1235U,8GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,29888,O
2023/3/22,Male,Taipei,23,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/9/19,Male,Taipei,20,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/3/6,Male,Taipei,28,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,X
2023/5/16,Male,Taoyuan,21,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,X
2022/8/31,Female,New Taipei City,21,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/9/5,Male,Taipei,19,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/9/1,Male,New Taipei City,18,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/4/15,Female,Taichung,20,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2023/4/5,Male,Hsinchu,18,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/4/20,Male,Taoyuan,20,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2022/9/3,Male,Taipei,21,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/8/13,Female,Hsinchu,24,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,O
2022/8/6,Male,New Taipei City,20,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/9/17,Male,,25,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Platinum,62888,O
2023/4/2,Female,Tainan,22,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/9/7,Female,New Taipei City,23,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/8/8,Male,Taichung,24,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/4/11,Male,Taoyuan,23,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2022/9/8,Female,Taoyuan,27,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/7/11,Male,Hsinchu,24,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/9/6,Male,New Taipei City,18,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,X
2022/9/3,Male,Hsinchu,22,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,51990,X
2022/8/11,Female,Taoyuan,21,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/4/20,Female,Hsinchu,20,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2023/3/8,Male,Taoyuan,27,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,O
2023/5/18,Male,Hsinchu,25,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/6/22,Female,Taipei,23,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/4/25,Female,Taoyuan,18,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2022/9/8,Female,Taoyuan,23,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,35888,O
2023/6/14,Male,New Taipei City,17,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2023/3/11,Male,Taipei,18,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Platinum,62888,X
2022/8/8,Male,Hsinchu,23,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,X
2023/4/30,Male,New Taipei City,23,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/3/26,Male,New Taipei City,17,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2023/3/11,Male,New Taipei City,22,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,O
2023/3/23,Female,Kaohsiung,25,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/8/4,Female,New Taipei City,20,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/4/24,Female,Hsinchu,26,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2022/9/22,Male,New Taipei City,28,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/9/12,Male,New Taipei City,19,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,O
2023/3/19,Male,Hsinchu,22,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/6/23,Male,Taichung,24,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/8/10,Female,Taipei,24,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/5/13,Female,New Taipei City,25,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/5/15,Male,Hsinchu,21,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,35888,O
2023/3/12,Male,Hsinchu,19,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,35888,O
2022/9/9,Female,Taichung,24,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/5/8,Male,Taoyuan,23,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,X
2022/9/19,Male,Hsinchu,18,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,32888,X
2022/9/17,Male,Hsinchu,21,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,57788,O
2022/8/7,Male,Hsinchu,19,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,O
2023/4/13,Male,Taipei,19,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/7/28,Male,Hsinchu,18,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/9/18,Male,Taoyuan,22,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,57788,X
2023/2/17,Female,Hsinchu,19,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,X
2023/5/21,Male,Taoyuan,18,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/3/16,Male,Taichung,17,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2023/2/2,Female,Tainan,17,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,45888,O
2023/5/14,Male,Hsinchu,18,12th Gen Intel Core i7-1255U,32GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,75888,X
2022/9/30,Male,Taoyuan,23,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,X
2022/9/14,Male,Hsinchu,20,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/4/29,Female,Tainan,19,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/3/2,Male,New Taipei City,18,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/9/26,Male,Hsinchu,27,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/9/14,Female,Hsinchu,25,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/9/29,Male,Kaohsiung,22,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2023/6/14,Male,Taichung,23,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/4/22,Male,New Taipei City,25,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/2/22,Male,Taipei,24,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2023/3/21,Male,Taoyuan,19,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,X
2022/9/12,Male,Taoyuan,23,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,X
2023/2/17,Male,Taoyuan,17,12th Gen Intel Core i7-1255U,32GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,75888,O
2022/9/1,Male,Taichung,22,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/9/3,Female,Taoyuan,20,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,O
2023/4/18,Female,New Taipei City,21,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/6/1,Female,Hsinchu,21,12th Gen Intel Core i5-1235U,8GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,29888,O
2022/9/11,Female,Taipei,19,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/2/22,Male,New Taipei City,21,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/2/13,Male,Taipei,,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,O
2023/2/20,Male,New Taipei City,18,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,45888,O
2023/3/5,Male,Taipei,17,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,O
2023/2/14,Female,Taipei,21,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,X
2023/3/2,Female,New Taipei City,18,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,X
2023/2/15,Male,Taoyuan,18,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Platinum,62888,O
2023/2/24,Female,New Taipei City,18,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/2/3,Female,Taoyuan,18,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2023/3/17,Male,Taipei,19,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2023/2/16,Male,Taoyuan,22,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Platinum,35888,X
2023/3/24,Male,New Taipei City,25,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2023/2/19,Male,Taichung,18,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/2/22,Female,Hsinchu,24,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/2/15,Female,Taipei,25,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/2/5,Female,Taipei,32,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,X
2023/5/5,Female,Taipei,22,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2023/4/8,Male,New Taipei City,17,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,X
2023/2/9,Male,Taichung,20,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,32888,X
2023/2/26,Female,Tainan,22,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2023/4/3,Male,New Taipei City,20,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2023/2/21,Male,Taipei,26,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/4/3,Female,Hsinchu,21,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/2/26,Male,Taipei,21,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/2/17,Male,Taipei,20,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/6/18,Male,Taipei,23,12th Gen Intel Core i5-1235U,8GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,29888,O
2023/4/19,Male,New Taipei City,19,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/5/17,Female,Taoyuan,18,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/2/15,Male,Taoyuan,18,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/2/26,Female,Taichung,25,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,51990,O
2023/5/17,Male,Taipei,24,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/3/19,Female,Taipei,24,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/6/30,Female,Hsinchu,21,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,X
2023/2/28,Female,Taoyuan,18,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,X
2023/2/16,Male,Taoyuan,17,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2023/3/16,Female,Taipei,24,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/2/24,Female,New Taipei City,22,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,57788,O
2023/4/28,Male,Taoyuan,21,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/5/21,Male,Taipei,24,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,O
2023/2/27,Male,Taipei,25,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/4/18,Male,Taipei,19,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/6/20,Male,New Taipei City,19,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,X
2023/3/30,Male,New Taipei City,27,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,51990,X
2023/2/16,Female,Taoyuan,23,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2023/2/11,Female,Taipei,20,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/2/23,Male,Hsinchu,22,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2023/2/20,Male,Taichung,21,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2023/2/23,Male,Taipei,21,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2023/2/5,Female,Taipei,23,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2023/4/11,Male,Hsinchu,22,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,O
2023/2/1,Female,Taoyuan,20,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2023/4/27,Female,Taipei,19,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/2/15,Male,Taipei,34,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/3/22,Male,Taipei,24,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/2/14,Male,Kaohsiung,20,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/2/4,Female,Taoyuan,17,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2023/2/28,Male,Taipei,17,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2023/4/11,Male,Taipei,17,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,57788,O
2023/3/21,Male,Taichung,18,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2023/4/23,Female,Taichung,22,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,35888,O
2023/5/3,Female,New Taipei City,17,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,51990,O
2023/4/9,Female,New Taipei City,24,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/2/18,Female,Taoyuan,20,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2023/5/13,Female,New Taipei City,17,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,X
2023/3/19,Male,Taipei,28,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2023/2/25,Male,Taoyuan,20,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/2/15,Female,Hsinchu,17,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2023/4/15,Female,New Taipei City,27,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2023/3/29,Male,Taipei,21,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2023/3/21,Male,Taoyuan,20,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/2/12,Female,New Taipei City,21,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/3/14,Female,Taipei,19,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/2/4,Male,Taipei,23,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/2/21,Female,Tainan,26,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,32888,O
2022/7/23,Male,Taipei,20,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2023/5/21,Female,Taipei,24,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,35888,O
2023/2/13,Male,Tainan,21,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2023/3/10,Male,Taoyuan,18,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/2/18,Male,Taipei,19,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/2/4,Female,Taipei,17,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/3/24,Male,Taichung,25,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/2/28,Male,,22,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/2/3,Female,Taipei,21,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2023/4/2,Male,Taipei,19,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/4/19,Female,New Taipei City,19,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/2/11,Female,Tainan,20,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
